Sign,x,y,Z,Roll,Fore,Index,Ring,Little
buy,0.023438,0.0,0.007812,0.083333,0.25,0.25,0.75,0.75
buy,0.039062,0.0,0.007812,0.083333,0.25,0.25,0.5,0.5
buy,0.039062,0.0,0.007812,0.083333,0.25,0.25,0.5,0.5
buy,0.0,0.007812,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.007812,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.007812,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.25,0.75,0.75,0.75
buy,0.015625,0.0,0.0,0.083333,0.25,0.75,0.75,0.75
buy,0.023438,0.0,0.0,0.083333,0.25,0.75,0.75,0.75
buy,0.007812,0.007812,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.25,0.5,0.75,0.75
buy,0.023438,0.0,0.0,0.0,0.0,0.5,0.75,0.75
buy,0.03125,0.007812,0.0,0.0,0.0,0.5,0.75,0.75
buy,0.046875,0.007812,0.0,0.083333,0.0,0.5,0.75,0.75
buy,0.0,-0.007812,0.0,0.0,0.0,0.5,0.75,0.75
buy,0.023438,0.0,0.0,0.0,0.0,0.5,0.75,0.75
buy,0.023438,0.0,0.0,0.0,0.0,0.5,0.75,0.75
buy,-0.054688,-0.007812,0.0,0.0,0.0,0.75,0.75,0.75
buy,-0.039062,0.0,0.0,0.0,0.0,0.75,0.75,0.75
buy,-0.046875,0.0,0.0,0.0,0.25,0.75,0.75,0.75
buy,0.023438,0.0,0.0,0.0,0.0,0.75,0.75,0.75
buy,0.015625,0.0,0.0,0.0,0.0,0.75,0.75,0.75
buy,0.015625,0.0,0.0,0.0,0.0,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,-0.007812,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.015625,0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.023438,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.023438,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.007812,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.007812,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.007812,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.015625,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.015625,0.007812,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.007812,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.75,0.0,0.25,0.25
buy,-0.007812,-0.015625,0.0,0.083333,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.25,0.25
buy,0.0,0.015625,0.0,0.083333,0.0,0.75,0.25,0.25
buy,0.0,0.015625,0.0,0.083333,0.0,0.75,0.25,0.25
buy,0.0,0.023438,0.0,0.083333,0.0,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0,0.007812,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0,0.007812,0.0,0.083333,0.25,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,-0.007812,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.007812,0.015625,0.0,0.0,0.5,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.5,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.015625,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.039062,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0625,0.015625,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.0,0.0
buy,0.015625,0.007812,0.0,0.0,0.25,0.5,0.0,0.0
buy,0.015625,0.0,0.0,0.083333,0.25,0.5,0.0,0.0
buy,0.015625,0.0,0.0,0.083333,0.25,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.75,0.75
buy,-0.015625,0.0,0.0,0.083333,0.5,0.75,0.75,0.75
buy,-0.007812,0.007812,0.0,0.083333,0.5,0.75,0.75,0.75
buy,0.0,0.015625,0.0,0.083333,0.5,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.166667,0.75,0.75,0.75,0.75
buy,0.0,-0.007812,0.0,0.083333,0.75,0.0,0.0,0.0
buy,-0.007812,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,-0.007812,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.015625,0.015625,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.015625,0.015625,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.015625,0.015625,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.015625,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,-0.007812,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,-0.015625,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,-0.015625,0.007812,0.0,0.083333,0.5,0.0,0.0,0.0
buy,-0.007812,0.007812,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,-0.007812,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,-0.015625,0.0,0.083333,0.5,0.0,0.0,0.0
buy,-0.007812,-0.007812,0.0,0.0,0.5,0.0,0.0,0.0
buy,-0.015625,-0.023438,0.0,0.0,0.5,0.0,0.0,0.0
buy,-0.015625,-0.023438,0.0,0.0,0.5,0.0,0.0,0.0
buy,-0.015625,-0.023438,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.015625,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.015625,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.015625,0.0,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,-0.023438,-0.015625,0.0,0.0,0.75,0.25,0.0,0.0
buy,-0.023438,-0.015625,0.0,0.0,0.75,0.25,0.0,0.0
buy,0.0,0.007812,0.0,0.0,0.75,0.25,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.25,0.0,0.0
buy,0.007812,0.015625,0.0,0.083333,0.75,0.25,0.0,0.0
buy,0.015625,0.0,0.007812,0.083333,0.75,0.5,0.0,0.0
buy,0.007812,0.0,0.007812,0.083333,0.75,0.25,0.0,0.0
buy,0.015625,-0.007812,0.007812,0.0,0.75,0.25,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,-0.007812,0.0,0.0,0.75,0.5,0.0,0.0
buy,-0.007812,-0.007812,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,-0.015625,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.007812,0.015625,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.015625,0.023438,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.023438,0.03125,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.015625,0.015625,0.0,0.083333,0.75,0.5,0.0,0.0
buy,0.007812,0.015625,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.023438,0.015625,0.0,0.083333,0.75,0.5,0.0,0.0
buy,0.0,0.007812,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.015625,0.023438,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.0,0.25,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.0,0.25,0.25,0.25
buy,0.0,-0.015625,0.0,0.083333,0.0,0.25,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.5,0.5
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.5,0.5
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.5,0.5
buy,0.015625,0.0,0.0,0.083333,0.5,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.5,0.5,0.5,0.5
buy,0.015625,0.0,0.0,0.083333,0.5,0.5,0.5,0.5
buy,-0.015625,-0.023438,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,-0.023438,0.0,0.0,0.75,0.5,0.75,0.75
buy,0.0,-0.03125,0.0,0.083333,0.75,0.5,0.75,0.75
buy,0.0,-0.007812,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,-0.015625,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,-0.015625,0.0,0.0,0.75,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,-0.007812,-0.015625,0.0,0.083333,0.75,0.75,0.75,0.75
buy,-0.015625,-0.023438,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.015625,0.007812,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.007812,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.015625,0.007812,0.0,0.0,0.75,0.75,0.5,0.5
buy,0.007812,0.0,0.0,0.0,0.75,0.75,0.5,0.5
buy,0.007812,-0.007812,0.0,0.0,0.75,0.75,0.5,0.5
buy,0.015625,0.0,0.0,0.0,0.5,0.75,0.5,0.5
buy,0.015625,-0.007812,0.0,0.0,0.5,0.75,0.5,0.5
buy,0.015625,-0.007812,0.0,0.0,0.5,0.75,0.5,0.5
buy,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
buy,0.007812,0.0,0.0,0.0,0.5,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
buy,-0.007812,0.007812,0.0,0.0,0.25,0.5,0.25,0.25
buy,-0.015625,0.007812,0.0,0.0,0.25,0.5,0.25,0.25
buy,-0.023438,0.007812,0.0,0.0,0.25,0.5,0.25,0.25
buy,-0.007812,0.0,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
buy,-0.007812,0.0,0.0,0.0,0.25,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.007812,0.03125,0.0,0.083333,0.75,0.0,0.0,0.0
buy,-0.015625,0.046875,0.0,0.083333,0.75,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.0,0.5,0.5
buy,0.0,0.007812,0.0,0.083333,0.75,0.0,0.5,0.5
buy,0.0,0.007812,0.0,0.083333,0.75,0.0,0.5,0.5
buy,0.015625,-0.015625,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.007812,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.007812,-0.007812,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.015625,-0.007812,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,0.007812,0.0,0.0,0.75,0.5,0.0,0.0
buy,-0.007812,0.015625,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,0.015625,0.0,0.0,0.75,0.5,0.0,0.0
buy,-0.015625,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,-0.023438,0.007812,0.0,0.0,0.75,0.75,0.75,0.75
buy,-0.023438,0.023438,0.0,0.0,0.5,0.75,0.5,0.5
buy,0.0,0.007812,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.007812,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.5
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.5
buy,0.0,0.007812,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,-0.007812,0.0,0.0,0.75,0.75,0.75,0.75
buy,-0.007812,-0.015625,0.0,0.0,0.5,0.75,0.5,0.5
buy,0.0,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.007812,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.015625,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.25
buy,0.023438,0.0,0.007812,0.083333,0.25,0.25,0.75,0.75
buy,0.039062,0.0,0.007812,0.083333,0.25,0.25,0.5,0.5
buy,0.039062,0.0,0.007812,0.083333,0.25,0.25,0.5,0.5
buy,0.0,0.007812,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.007812,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.007812,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.25,0.75,0.75,0.75
buy,0.015625,0.0,0.0,0.083333,0.25,0.75,0.75,0.75
buy,0.023438,0.0,0.0,0.083333,0.25,0.75,0.75,0.75
buy,0.007812,0.007812,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.25,0.5,0.75,0.75
buy,0.023438,0.0,0.0,0.0,0.0,0.5,0.75,0.75
buy,0.03125,0.007812,0.0,0.0,0.0,0.5,0.75,0.75
buy,0.046875,0.007812,0.0,0.083333,0.0,0.5,0.75,0.75
buy,0.0,-0.007812,0.0,0.0,0.0,0.5,0.75,0.75
buy,0.023438,0.0,0.0,0.0,0.0,0.5,0.75,0.75
buy,0.023438,0.0,0.0,0.0,0.0,0.5,0.75,0.75
buy,-0.054688,-0.007812,0.0,0.0,0.0,0.75,0.75,0.75
buy,-0.039062,0.0,0.0,0.0,0.0,0.75,0.75,0.75
buy,-0.046875,0.0,0.0,0.0,0.25,0.75,0.75,0.75
buy,0.023438,0.0,0.0,0.0,0.0,0.75,0.75,0.75
buy,0.015625,0.0,0.0,0.0,0.0,0.75,0.75,0.75
buy,0.015625,0.0,0.0,0.0,0.0,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,-0.007812,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.015625,0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.023438,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.023438,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.007812,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.007812,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.007812,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.015625,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.015625,0.007812,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25
buy,-0.007812,-0.007812,0.0,0.0,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.75,0.0,0.25,0.25
buy,-0.007812,-0.015625,0.0,0.083333,0.75,0.0,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.25,0.25
buy,0.0,0.015625,0.0,0.083333,0.0,0.75,0.25,0.25
buy,0.0,0.015625,0.0,0.083333,0.0,0.75,0.25,0.25
buy,0.0,0.023438,0.0,0.083333,0.0,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0,0.007812,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0,0.007812,0.0,0.083333,0.25,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,-0.007812,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.007812,0.015625,0.0,0.0,0.5,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.0,0.5,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.015625,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.039062,0.0,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0625,0.015625,0.0,0.083333,0.5,0.75,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.0,0.5,0.0,0.0
buy,0.015625,0.007812,0.0,0.0,0.25,0.5,0.0,0.0
buy,0.015625,0.0,0.0,0.083333,0.25,0.5,0.0,0.0
buy,0.015625,0.0,0.0,0.083333,0.25,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.75,0.75,0.75
buy,-0.015625,0.0,0.0,0.083333,0.5,0.75,0.75,0.75
buy,-0.007812,0.007812,0.0,0.083333,0.5,0.75,0.75,0.75
buy,0.0,0.015625,0.0,0.083333,0.5,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.166667,0.75,0.75,0.75,0.75
buy,0.0,-0.007812,0.0,0.083333,0.75,0.0,0.0,0.0
buy,-0.007812,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,-0.007812,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.015625,0.015625,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.015625,0.015625,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.015625,0.015625,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.015625,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,-0.007812,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,-0.015625,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,-0.015625,0.007812,0.0,0.083333,0.5,0.0,0.0,0.0
buy,-0.007812,0.007812,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,-0.007812,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.5,0.0,0.0,0.0
buy,0.0,-0.015625,0.0,0.083333,0.5,0.0,0.0,0.0
buy,-0.007812,-0.007812,0.0,0.0,0.5,0.0,0.0,0.0
buy,-0.015625,-0.023438,0.0,0.0,0.5,0.0,0.0,0.0
buy,-0.015625,-0.023438,0.0,0.0,0.5,0.0,0.0,0.0
buy,-0.015625,-0.023438,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.015625,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.015625,0.0,0.0,0.0,0.75,0.0,0.0,0.0
buy,-0.015625,0.0,0.0,0.0,0.5,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,-0.023438,-0.015625,0.0,0.0,0.75,0.25,0.0,0.0
buy,-0.023438,-0.015625,0.0,0.0,0.75,0.25,0.0,0.0
buy,0.0,0.007812,0.0,0.0,0.75,0.25,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.25,0.0,0.0
buy,0.007812,0.015625,0.0,0.083333,0.75,0.25,0.0,0.0
buy,0.015625,0.0,0.007812,0.083333,0.75,0.5,0.0,0.0
buy,0.007812,0.0,0.007812,0.083333,0.75,0.25,0.0,0.0
buy,0.015625,-0.007812,0.007812,0.0,0.75,0.25,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,-0.007812,0.0,0.0,0.75,0.5,0.0,0.0
buy,-0.007812,-0.007812,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,-0.015625,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.007812,0.015625,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.015625,0.023438,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.023438,0.03125,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.015625,0.015625,0.0,0.083333,0.75,0.5,0.0,0.0
buy,0.007812,0.015625,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.023438,0.015625,0.0,0.083333,0.75,0.5,0.0,0.0
buy,0.0,0.007812,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.015625,0.023438,0.0,0.0,0.75,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.083333,0.0,0.25,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.0,0.25,0.25,0.25
buy,0.0,-0.015625,0.0,0.083333,0.0,0.25,0.25,0.25
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.5,0.5
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.5,0.5
buy,0.0,0.0,0.0,0.083333,0.75,0.5,0.5,0.5
buy,0.015625,0.0,0.0,0.083333,0.5,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.5,0.5,0.5,0.5
buy,0.015625,0.0,0.0,0.083333,0.5,0.5,0.5,0.5
buy,-0.015625,-0.023438,0.0,0.0,0.75,0.75,0.75,0.75
buy,0.0,-0.023438,0.0,0.0,0.75,0.5,0.75,0.75
buy,0.0,-0.03125,0.0,0.083333,0.75,0.5,0.75,0.75
buy,0.0,-0.007812,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,-0.015625,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,-0.015625,0.0,0.0,0.75,0.5,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,-0.007812,-0.015625,0.0,0.083333,0.75,0.75,0.75,0.75
buy,-0.015625,-0.023438,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.015625,0.007812,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.007812,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.0,0.0,0.0,0.083333,0.75,0.75,0.75,0.75
buy,0.015625,0.007812,0.0,0.0,0.75,0.75,0.5,0.5
buy,0.007812,0.0,0.0,0.0,0.75,0.75,0.5,0.5
buy,0.007812,-0.007812,0.0,0.0,0.75,0.75,0.5,0.5
buy,0.015625,0.0,0.0,0.0,0.5,0.75,0.5,0.5
buy,0.015625,-0.007812,0.0,0.0,0.5,0.75,0.5,0.5
buy,0.015625,-0.007812,0.0,0.0,0.5,0.75,0.5,0.5
buy,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
buy,0.007812,0.0,0.0,0.0,0.5,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
buy,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
buy,-0.007812,0.007812,0.0,0.0,0.25,0.5,0.25,0.25
buy,-0.015625,0.007812,0.0,0.0,0.25,0.5,0.25,0.25
buy,-0.023438,0.007812,0.0,0.0,0.25,0.5,0.25,0.25
buy,-0.007812,0.0,0.0,0.0,0.5,0.0,0.0,0.0
